district,dem.house.2018,gop.house.2018,total.turnout.2018.house,pct_reported,precincts_reporting,precincts_total,uncontested,dem.turnout.2018.house,rep.turnout.2018.house,dem.house.margin.2018,dem.house.2016,gop.house.2016,dem.house.margin.2016,dem.house.2012,gop.house.2012,dem.house.margin.2012,dem.house.2014,gop.house.2014,dem.house.margin.2014,total.turnout.2016.house,dem.turnout.2016.house,rep.turnout.2016.house,total.turnout.2014.house,dem.turnout.2014.house,rep.turnout.2014.house,dem.turnout.2012.house,rep.turnout.2012.house,total.turnout.2012.house,obama.2008,mccain.2008,obama.margin.2008,obama.2012,romney.2012,obama.margin.2012,clinton.2016,trump.2016,clinton.margin.2016,total.pres.turnout.2016,clinton.turnout.2016,trump.turnout.2016,obama_trump,romney_clinton,too_early,stcode,abbcode,anycong,nocong,evanprot,catholic,mainprot,other,congsession,yrelected,stateabbr,cdnum,educ.coll,educ.hs,educ.no_hs,educ.some_coll,asian,black,race.oth,white,cd_num,fips_cd113,prohibit_taxpayer_abortion,cut_defense_spending,gun_control_background_checks,race_problems_isolated,attitudes_deport_immig,obamacare_repeal,white_people_advantage,abortion_always_legal,min_wage_12,full_name,prob_rep_win,proj_dem_2party,prob_dem_win,proj_rep_2party,econ.proj.dem.margin.2018,density_type,high_minus_low_density,High.density,Medium.density,Low.density,Very.low.density,density_type.slim,swing_obama_clinton,swing_house_dems,race_called,uncontested_2016,uncontested_2012,region,D.Polling.Margin
CA-10,0.52251014,0.47748986,221900,1,478,478,0,115945,105955,0.045020279,0.483,0.517,-0.034,0.473,0.527,-0.054,0.439,0.562,-0.123,241141,116470,124671,125705,55123,70582,98934,110265,209199,0.5,0.47,0.03,0.51,0.47,0.04,0.49,0.46,0.03,239680,116335,109145,0,0,0,6,CA10,40.615807,59.384193,12.044108,22.484219,1.5718074,4.5156722,116,2018,CA,10,17.00398138,27.65949488,22.2211572,33.11536654,6.196918977,3.085229516,19.474112,71.24373951,31,610,0.523876645,0.36963015,0.853856432,0.199218474,0.398117002,0.523125637,0.472064755,0.577114468,0.726567293,California 10th,0.3277,0.514695885,0.6723,0.485304115,0.029391771,Dense suburban,0.112180396,0.22550504,0.460711605,0.20045871,0.113324645,Suburban,-0.01,0.089,1,0,0,West,3.338288613
CA-11,0.741324212,0.258675788,275681,1,491,491,0,204369,71312,0.482648423,0.721,0.279,0.442,0.697,0.303,0.394,0.673,0.327,0.345,298209,214868,83341,174662,117502,57160,200743,87136,287879,0.69,0.28,0.41,0.68,0.3,0.38,0.72,0.23,0.49,312568,223559,70869,0,0,0,6,CA11,38.473438,61.526562,7.7328954,21.772598,3.116513,5.8514318,116,2018,CA,11,41.07409622,18.33810112,12.19400905,28.39379361,11.98394139,8.850754944,16.4177672,62.74753646,32,611,0.341667418,0.44440954,0.946101461,0.168039435,0.312775564,0.402663443,0.619958125,0.750323345,0.765402226,California 11th,0,0.740758947,1,0.259241053,0.481517894,Urban-suburban mix,0.381070104,0.40367945,0.333292353,0.240418852,0.022609345,Urban,0.11,0.097,1,0,0,West,NA
CA-12,0.868231821,0.131768179,317072,1,529,529,0,275292,41780,0.736463642,0.809,0,0.809,0.851,0.149,0.702,0.833,0.168,0.665,338845,274035,0,192264,160067,32197,253709,44478,298187,0.84,0.13,0.71,0.84,0.13,0.72,0.86,0.09,0.78,358774,309221,31158,0,0,0,6,CA12,35.307705,64.692291,3.7688377,15.025178,7.3653035,9.148386,116,2018,CA,12,53.50351659,13.04060506,13.70035111,19.75552723,30.58295522,5.826406092,13.08704865,50.50359004,33,612,0.221091932,0.629905052,0.941588075,0.118952384,0.201973716,0.257781307,0.874130007,0.845922014,0.904168616,California 12th,0,0.850823417,1,0.149176583,0.701646834,Pure urban,0.971948047,0.972419361,0.015539853,0.011569472,0.000471314,Urban,0.06,0.144,1,1,0,West,NA
CA-13,0.883810377,0,294837,1,512,512,1,260580,0,1,0.908,0.092,0.816,1,0,1,0.885,0.115,0.77,322871,293117,29754,190431,168491,21940,250436,0,250436,0.87,0.1,0.77,0.88,0.09,0.79,0.87,0.07,0.81,334194,291926,22743,0,0,0,6,CA13,33.740501,66.259499,8.1721764,15.328375,2.6607809,7.5791693,116,2018,CA,13,44.13075595,16.25042218,15.59647665,24.02234521,19.65231501,18.27925214,18.63440555,43.4340273,34,613,0.214024862,0.666637185,0.95500812,0.170794908,0.346720009,0.272276973,0.826065743,0.826428608,0.881113768,California 13th,0,1,1,0,1,Pure urban,0.843479991,0.845616929,0.106423434,0.0458227,0.002136938,Urban,0.02,0.046,1,0,1,West,NA
CA-14,0.792225558,0.207774442,266823,1,466,466,0,211384,55439,0.584451116,0.809,0.191,0.618,0.789,0.211,0.578,0.767,0.233,0.534,286447,231630,54817,149146,114389,34757,203828,54455,258283,0.73,0.24,0.49,0.74,0.24,0.51,0.77,0.18,0.59,297743,229008,54229,0,0,0,6,CA14,44.545517,55.454483,3.4945378,31.163275,3.907064,5.9806404,116,2018,CA,14,41.34388449,18.07278368,12.55515516,28.02817667,29.45937354,3.31707779,17.48158569,49.74196298,35,614,0.361732365,0.543108615,0.907174297,0.204381299,0.24550308,0.338770333,0.752693231,0.756948987,0.861280471,California 14th,0,0.779287036,1,0.220712964,0.558574071,Urban-suburban mix,0.64036142,0.664065857,0.21598721,0.096242496,0.023704437,Urban,0.08,0.084,1,0,0,West,NA
CA-15,0.729675438,0.270324562,243929,1,581,581,0,177989,65940,0.459350877,0.738,0.262,0.476,1,0,1,0.698,0.302,0.396,269197,198578,70619,142904,99756,43148,231034,0,231034,0.67,0.3,0.37,0.68,0.3,0.38,0.7,0.24,0.46,284536,198964,68808,0,0,0,6,CA15,34.242119,65.757881,8.1256189,16.011362,2.7090814,7.3960562,116,2018,CA,15,39.09722326,21.10075896,11.78616897,28.01584881,26.87160297,6.109535415,19.46701644,47.55184518,36,615,0.341249428,0.460809673,0.928464107,0.140594114,0.307114712,0.427272528,0.660162621,0.748440261,0.757172349,California 15th,1E-04,0.718235658,0.9999,0.281764342,0.436471316,Urban-suburban mix,0.461415797,0.513550518,0.286899722,0.147415039,0.05213472,Urban,0.08,0.08,1,0,1,West,NA
CA-16,0.575451703,0.424548297,142959,1,548,548,0,82266,60693,0.150903406,0.58,0.42,0.16,0.574,0.426,0.148,0.507,0.493,0.015,167956,97473,70483,91220,46277,44943,84649,62801,147450,0.57,0.4,0.17,0.59,0.39,0.19,0.58,0.36,0.22,169964,98504,61813,0,0,0,6,CA16,52.938606,47.061394,11.786342,35.355694,1.6828815,4.1136894,116,2018,CA,16,11.50296663,24.68034718,35.32746306,28.48922313,8.90893531,5.808013165,27.79085054,57.49220099,37,616,0.409891793,0.444210368,0.939746463,0.150461716,0.341420027,0.580518867,0.617672625,0.65560828,0.7758551,California 16th,0.0325,0.570141711,0.9675,0.429858289,0.140283422,Dense suburban,0.06508352,0.231105331,0.366472542,0.236400317,0.16602181,Suburban,0.03,0.145,1,0,0,West,11.37300565
CA-17,0.753473636,0.246526364,211162,1,349,349,0,159105,52057,0.506947273,1,0,1,0.735,0.265,0.47,1,0,1,233192,233192,0,134408,134408,0,159392,57336,216728,0.69,0.28,0.41,0.72,0.26,0.46,0.74,0.21,0.53,248695,183801,50926,0,0,0,6,CA17,41.049202,58.950798,8.2975483,22.611135,2.5444977,7.5960207,116,2018,CA,17,50.38695355,16.4025882,10.3414829,22.86897535,47.16404609,2.553895788,16.78506561,33.49699251,38,617,0.315819626,0.492303818,0.943165762,0.138614765,0.333370718,0.404045074,0.728212351,0.74678789,0.763922896,California 17th,0,0.756707772,1,0.243292228,0.513415545,Pure urban,0.757872434,0.766166568,0.161098087,0.064441211,0.008294134,Urban,0.07,0,1,1,0,West,NA
CA-18,0.744916258,0.255083742,302238,1,605,605,0,225142,77096,0.489832516,0.711,0.289,0.422,0.705,0.295,0.41,0.678,0.323,0.355,323930,230460,93470,196386,133060,63326,212831,89103,301934,0.7,0.27,0.43,0.68,0.29,0.39,0.73,0.2,0.53,335138,246015,67808,0,0,0,6,CA18,43.104965,56.895035,7.3059764,26.172977,2.6001942,7.0258169,116,2018,CA,18,57.30256653,11.89969245,7.20338726,23.59435376,18.65418362,1.978365954,14.00843507,65.35901535,39,618,0.360693718,0.419951725,0.955841608,0.186030362,0.341884981,0.422364455,0.709825897,0.720575263,0.783533307,California 18th,0,0.740536253,1,0.259463747,0.481072506,Urban-suburban mix,0.511103676,0.554312111,0.250548249,0.151931204,0.043208436,Urban,0.14,0.067,1,0,0,West,NA
CA-19,0.737548736,0.262451264,220319,1,457,457,0,162496,57823,0.475097472,0.739,0.261,0.478,0.732,0.268,0.464,1,0,1,245863,181802,64061,127788,127788,0,162300,59313,221613,0.68,0.29,0.39,0.71,0.27,0.45,0.73,0.22,0.51,257624,187828,55371,0,0,0,6,CA19,43.556896,56.443104,8.3405638,25.109926,2.5045998,7.6018066,116,2018,CA,19,31.3591893,20.09925393,21.05499971,27.48655705,24.97914302,2.776098582,23.14071967,49.10403873,40,619,0.321967477,0.552125246,0.887810178,0.175765739,0.279482115,0.40624638,0.723344553,0.74010206,0.804275916,California 19th,0,0.891165885,1,0.108834115,0.78233177,Urban-suburban mix,0.649634253,0.673712724,0.199140617,0.103068187,0.024078472,Urban,0.06,-0.522,1,0,0,West,NA
CA-20,0.813734655,0,225721,1,402,402,1,183677,0,1,0.708,0.292,0.416,0.741,0.259,0.482,0.752,0,0.752,255791,180980,74811,141044,106034,0,172996,60566,233562,0.71,0.26,0.45,0.71,0.26,0.45,0.7,0.23,0.47,256538,180486,59573,0,0,0,6,CA20,44.855694,55.144306,5.5747161,32.302856,2.350235,4.6278863,116,2018,CA,20,26.34049116,19.19913777,25.86177701,28.59859406,5.119426773,2.237794658,18.75660091,73.88617766,41,620,0.486829834,0.434115472,0.784187975,0.286297931,0.308296552,0.393084769,0.626582389,0.721183749,0.773772982,California 20th,0,1,1,0,1,Urban-suburban mix,0.18687467,0.388622785,0.238579783,0.171049317,0.201748115,Urban,0.02,-0.336,1,0,0,West,NA
CA-21,0.50379348,0.49620652,113616,1,520,520,0,57239,56377,0.00758696,0.433,0.567,-0.134,0.422,0.578,-0.156,0.422,0.578,-0.157,132408,57282,75126,79377,33470,45907,49119,67164,116283,0.52,0.46,0.06,0.55,0.44,0.11,0.55,0.4,0.16,133544,73773,52972,0,0,0,6,CA21,50.324997,49.675003,12.001691,32.501667,1.5226542,4.298985,116,2018,CA,21,8.018553623,24.61841623,43.60747104,23.75555911,3.429390892,4.523469733,26.5559492,65.49119017,42,621,0.540032564,0.364930594,0.878338443,0.191545735,0.402201338,0.564669132,0.549986325,0.600328792,0.765660965,California 21st,0.9706,0.417024802,0.0294,0.582975198,-0.165950396,Rural-suburban mix,-0.241157345,0.088870375,0.276540951,0.304560954,0.33002772,Rural,0.05,0.023,1,0,0,West,-10.73351459
CA-22,0.472778455,0.527221545,222379,1,398,398,0,105136,117243,-0.05444309,0.324,0.676,-0.352,0.381,0.619,-0.238,0.28,0.72,-0.441,234966,76211,158755,133342,37289,96053,81555,132386,213941,0.42,0.55,-0.13,0.42,0.57,-0.15,0.43,0.52,-0.1,240137,102292,125089,0,0,0,6,CA22,46.809719,53.190281,12.876493,27.530708,1.8794082,4.5231099,116,2018,CA,22,23.30433218,22.32252381,20.39561241,33.9775316,6.604994116,2.986538605,20.66293457,69.74553271,43,622,0.464367237,0.314286559,0.876550175,0.19038329,0.415664499,0.582166441,0.52414669,0.628733252,0.681766312,California 22nd,0.9736,0.445614387,0.0264,0.554385613,-0.108771227,Dense suburban,0.002976475,0.145035909,0.502508543,0.210396114,0.142059434,Suburban,0.05,0.089,1,0,0,West,-7.351470082
CA-23,0.362830095,0.637169905,205774,1,569,569,0,74661,131113,-0.27433981,0.308,0.692,-0.384,0,1,-1,0.252,0.748,-0.497,241584,74468,167116,134043,33726,100317,0,158161,158161,0.36,0.61,-0.25,0.36,0.62,-0.25,0.36,0.58,-0.22,244864,88314,142351,0,0,0,6,CA23,47.613403,52.386597,12.842894,29.234133,1.1955959,4.3407812,116,2018,CA,23,18.88636059,25.76491168,19.1946792,36.15404853,4.47076159,5.828444347,19.08164379,70.61915027,44,623,0.49435648,0.362115282,0.913926947,0.19688684,0.453030341,0.581667864,0.495111004,0.560300507,0.636106618,California 23rd,0.9996,0.347738269,0.0004,0.652261731,-0.304523463,Dense suburban,-0.077984823,0.12216742,0.450716971,0.226963367,0.200152243,Suburban,0.03,0.113,1,0,-1,West,NA
CA-24,0.58555502,0.41444498,284431,1,451,451,0,166550,117881,0.171110041,0.534,0.466,0.068,0.551,0.449,0.102,0.519,0.481,0.039,310814,166034,144780,198794,103228,95566,156749,127746,284495,0.56,0.41,0.15,0.54,0.43,0.11,0.57,0.37,0.2,312160,176979,113887,0,0,0,6,CA24,50.003639,49.996361,7.5527496,33.956333,3.8359675,4.6585889,116,2018,CA,24,31.61586116,19.16735625,16.27871089,32.9380717,4.153251594,1.961825712,16.99398072,76.89094198,45,624,0.391340057,0.412752105,0.92591571,0.167766726,0.36009311,0.484761251,0.551255718,0.689891749,0.713287042,California 24th,0.0272,0.579474046,0.9728,0.420525954,0.158948091,Sparse suburban,0.076898864,0.253112282,0.29321032,0.277463981,0.176213418,Suburban,0.09,0.029,1,0,0,West,2.631547722
CA-25,0.543661386,0.456338614,245022,1,411,411,0,133209,111813,0.087322771,0.469,0.531,-0.062,0.452,0.548,-0.096,0,1,-1,261161,122406,138755,114072,0,114072,106982,129593,236575,0.49,0.48,0.01,0.48,0.5,-0.02,0.5,0.44,0.07,273218,137491,119249,0,1,0,6,CA25,51.731987,48.268013,8.3978443,34.78685,2.3891721,6.1581206,116,2018,CA,25,26.65451617,22.28010391,15.90667858,35.15870134,7.602984018,7.38394729,23.47790574,61.53516295,46,625,0.431969655,0.388861751,0.913133744,0.258270261,0.362128715,0.529573474,0.557412555,0.683079205,0.713288908,California 25th,0.593,0.492053802,0.407,0.507946198,-0.015892397,Dense suburban,0.047792692,0.170166382,0.489269289,0.21819064,0.122373689,Suburban,0.09,0.938,1,0,0,West,-0.221351296
CA-26,0.619420106,0.380579894,255426,1,654,654,0,158216,97210,0.238840212,0.604,0.396,0.208,0.527,0.473,0.054,0.513,0.487,0.027,280307,169248,111059,169829,87176,82653,139072,124863,263935,0.56,0.41,0.15,0.54,0.44,0.1,0.58,0.36,0.22,292232,169083,105259,0,0,0,6,CA26,44.931938,55.068062,8.8994608,28.357201,2.6681063,5.0071707,116,2018,CA,26,31.07267452,18.44919191,18.58424406,31.8938895,6.345011905,1.824694093,22.26915436,69.56113964,47,626,0.400400722,0.389303481,0.927659892,0.206282034,0.310199537,0.509946052,0.591847976,0.663885702,0.706734163,California 26th,0.0029,0.614745911,0.9971,0.385254089,0.229491821,Dense suburban,0.223921844,0.330913924,0.327145992,0.234948004,0.10699208,Suburban,0.12,0.181,1,0,0,West,NA
CA-27,1,0,202636,1,372,372,1,202636,0,1,0.674,0.326,0.348,0.64,0.36,0.28,0.594,0.406,0.187,250632,168977,81655,127580,75728,51852,154191,86817,241008,0.61,0.35,0.26,0.63,0.35,0.28,0.66,0.28,0.38,264466,174544,74984,0,0,0,6,CA27,52.494343,47.505657,8.467226,35.424,2.2839401,6.3191767,116,2018,CA,27,39.25650931,17.5259118,16.39893644,26.81864245,35.24968952,4.594380326,14.92276747,45.23316268,48,627,0.460042834,0.437516878,0.920535946,0.204026864,0.368177907,0.478980684,0.616201488,0.702323254,0.701593002,California 27th,0,1,1,0,1,Urban-suburban mix,0.633734722,0.635033483,0.317393898,0.046273858,0.001298761,Urban,0.1,0.161,1,0,0,West,NA
CA-28,0.783720022,0.216279978,250934,1,333,333,0,196662,54272,0.567440044,0.78,0.22,0.56,0.765,0.235,0.53,0.765,0,0.765,270409,210883,59526,120264,91996,0,188703,58008,246711,0.7,0.26,0.44,0.7,0.27,0.44,0.72,0.22,0.5,289254,208645,64607,0,0,0,6,CA28,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,28,41.54258311,16.86335078,14.7777174,26.81634871,13.00628818,2.543623969,17.97944108,66.47064677,49,628,0.319561972,0.496128963,0.927493683,0.165500811,0.268943977,0.338397061,0.72918121,0.788647293,0.844708943,California 28th,1E-04,0.762183558,0.9999,0.237816442,0.524367116,Pure urban,0.78406527,0.784820762,0.135579575,0.078844171,0.000755492,Urban,0.06,-0.205,1,0,0,West,NA
CA-29,0.80609857,0.19390143,154692,1,238,238,0,124697,29995,0.61219714,1,0,1,1,0,1,0.746,0.254,0.492,171824,171824,0,67141,50096,17045,111287,0,111287,0.74,0.23,0.51,0.77,0.21,0.57,0.78,0.17,0.61,196196,152517,32963,0,0,0,6,CA29,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,29,18.18654715,23.18312181,34.48974142,24.14058962,7.745678302,4.056348965,34.40739179,53.79058095,50,629,0.463590975,0.528529681,0.946128765,0.297450697,0.246980822,0.499908867,0.778831311,0.670132509,0.861748891,California 29th,0,0.786191776,1,0.213808224,0.572383552,Pure urban,0.780287007,0.780492898,0.193343592,0.025957619,0.000205891,Urban,0.04,0.508,1,1,1,West,NA
CA-30,0.734015855,0.265984145,260993,1,317,317,0,191573,69420,0.46803171,0.726,0.274,0.452,1,0,1,0.656,0.344,0.313,282604,205279,77325,131883,86568,45315,247851,0,247851,0.66,0.31,0.35,0.65,0.32,0.33,0.69,0.26,0.43,302805,209149,77701,0,0,0,6,CA30,53.084854,46.915146,8.2980471,36.066029,2.3336782,6.3871002,116,2018,CA,30,41.310964,18.25521575,11.46662443,28.96719583,12.04598184,4.377086685,19.16826326,64.40866821,51,630,0.311978367,0.435547255,0.944796193,0.150462188,0.290062119,0.411280413,0.656564124,0.760069818,0.781598763,California 30th,1E-04,0.722102776,0.9999,0.277897224,0.444205552,Urban-suburban mix,0.671310848,0.678698426,0.249450736,0.06446326,0.007387578,Urban,0.1,0.139,1,0,1,West,NA
CA-31,0.587444999,0.412555001,187495,1,604,604,0,110143,77352,0.174889997,0.561,0.439,0.122,0,1,-1,0.517,0.483,0.035,215936,121070,94866,99784,51622,48162,0,161219,161219,0.56,0.41,0.15,0.57,0.41,0.17,0.58,0.37,0.21,228825,131960,83701,0,0,0,6,CA31,39.98624,60.01376,11.965547,21.881477,1.2805558,4.8586607,116,2018,CA,31,21.63038146,24.17828412,21.19672123,32.99461318,7.129577587,10.23822906,28.82028514,53.81190821,52,631,0.371823044,0.425151746,0.852382053,0.111853499,0.315792182,0.402197609,0.719727112,0.750806649,0.79462815,California 31st,0.0206,0.589078889,0.9794,0.410921111,0.178157778,Dense suburban,0.264094112,0.272057196,0.556035079,0.163944641,0.007963084,Suburban,0.04,0.087,1,0,-1,West,NA
CA-32,0.687783496,0.312216504,177031,1,374,374,0,121759,55272,0.375566991,1,0,1,0.657,0.343,0.314,0.597,0.403,0.193,186646,186646,0,84406,50353,34053,124903,65208,190111,0.62,0.35,0.27,0.65,0.33,0.33,0.67,0.28,0.39,220046,146459,60921,0,0,0,6,CA32,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,32,19.5810453,25.44636571,27.59042,27.38216899,14.94899348,2.757046212,34.16777311,48.1261872,53,632,0.44213235,0.521220337,0.921488754,0.248714881,0.360905161,0.509248477,0.599091672,0.623295214,0.769189697,California 32nd,0,0.759473003,1,0.240526997,0.518946005,Urban-suburban mix,0.618832322,0.620811341,0.309341591,0.067868049,0.001979019,Urban,0.06,0.807,1,1,0,West,NA
CA-33,0.700284472,0.299715528,312860,1,444,444,0,219091,93769,0.400568945,0.664,0.336,0.328,1,0,1,0.592,0.408,0.184,330219,219397,110822,183031,108331,74700,171860,0,318520,0.64,0.33,0.31,0.61,0.37,0.24,0.68,0.27,0.41,353897,239982,93706,0,0,0,6,CA33,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,33,61.87397527,10.9351857,4.38326218,22.80757685,12.79017803,3.002738257,11.53954492,72.66753879,54,633,0.316846683,0.382705833,0.935280705,0.234146689,0.379850888,0.472856893,0.612153622,0.698778897,0.662381162,California 33rd,1E-04,0.686797875,0.9999,0.313202125,0.37359575,Urban-suburban mix,0.637406256,0.665387944,0.167534162,0.139096206,0.027981688,Urban,0.17,0.144,1,0,1,West,NA
CA-34,0.725415718,0,151906,1,234,234,1,110195,0,1,1,0,1,0.856,0.144,0.712,1,0,1,159156,159156,0,61607,61607,0,120367,20223,140590,0.77,0.19,0.58,0.83,0.14,0.69,0.84,0.11,0.73,184601,154259,19784,0,0,0,6,CA34,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,34,20.80290937,20.61137731,38.74460431,19.84110901,19.07293873,4.120812359,37.53112307,39.27512585,55,634,0.401641531,0.516053529,0.902610209,0.183610505,0.310853089,0.494579756,0.723911473,0.759107703,0.833550795,California 34th,0,1,1,0,1,Pure urban,0.897896765,0.898105063,0.086290648,0.015395991,0.000208298,Urban,0.04,0,1,1,0,West,NA
CA-35,0.693982177,0.306017823,149024,1,342,342,0,103420,45604,0.387964355,0.724,0.276,0.448,1,0,1,1,0,1,171353,124044,47309,62255,62255,0,142680,0,142680,0.64,0.32,0.32,0.67,0.31,0.37,0.68,0.27,0.41,188611,127757,50822,0,0,0,6,CA35,42.742908,57.257092,11.194549,24.866121,1.5016923,5.1805463,116,2018,CA,35,13.74979651,26.39651876,31.5078345,28.34585023,5.994032323,7.16847324,30.59247815,56.24501629,56,635,0.442683055,0.440558497,0.932835105,0.220639278,0.352097576,0.516759888,0.66236472,0.678612069,0.772631166,California 35th,1E-04,0.681841694,0.9999,0.318158306,0.363683389,Urban-suburban mix,0.397732269,0.399488109,0.476638625,0.122117427,0.00175584,Urban,0.04,-0.552,1,0,1,West,NA
CA-36,0.590165597,0.409834403,207008,1,397,397,0,122169,84839,0.180331195,0.621,0.379,0.242,0.529,0.471,0.058,0.542,0.458,0.084,232617,144348,88269,134139,72682,61457,110189,97953,208142,0.5,0.47,0.03,0.51,0.48,0.03,0.52,0.43,0.09,237370,123795,103051,0,0,0,6,CA36,44.436687,55.563313,10.974675,27.528028,1.3488512,4.5851326,116,2018,CA,36,20.18330418,25.92552648,21.83213582,32.05903352,3.164725976,3.801315182,24.52001981,68.51393904,57,636,0.402534272,0.386263312,0.842134097,0.249753829,0.390308403,0.434141818,0.666754956,0.696612059,0.769747781,California 36th,0.003,0.622310931,0.997,0.377689069,0.244621861,Dense suburban,-0.029715418,0.100699135,0.502314963,0.26657135,0.130414553,Suburban,0.06,0.158,1,0,0,West,NA
CA-37,0.890755485,0.109244515,236378,1,365,365,0,210555,25823,0.78151097,1,0,1,0.864,0.136,0.728,0.843,0.157,0.686,237272,237272,0,114838,96787,18051,207039,32541,239580,0.84,0.13,0.71,0.85,0.13,0.72,0.86,0.1,0.76,276134,236621,26608,0,0,0,6,CA37,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,37,35.52891498,17.74130511,21.86157852,24.86820138,9.195961628,24.44811381,28.48429841,37.87162615,58,637,0.281908913,0.575394286,0.926419983,0.173716134,0.282020256,0.330430431,0.799189869,0.814706005,0.872111323,California 37th,0,0.854503582,1,0.145496418,0.709007163,Pure urban,0.967911198,0.967911198,0.026467888,0.005620914,0,Urban,0.04,0.314,1,1,0,West,NA
CA-38,0.688517778,0.311482222,202156,1,387,387,0,139188,62968,0.377035557,0.705,0.295,0.41,0.675,0.325,0.35,0.591,0.409,0.182,232114,163590,68524,98480,58192,40288,145280,69807,215087,0.61,0.35,0.26,0.65,0.33,0.32,0.67,0.27,0.4,248224,166224,68033,0,0,0,6,CA38,52.947075,47.052925,8.3650522,35.878933,2.3373971,6.3656926,116,2018,CA,38,20.75018087,25.52128666,23.09488564,30.63364684,14.19343075,3.729355427,31.76745098,50.30976284,59,638,0.463004693,0.470179389,0.903339443,0.16262811,0.438859241,0.502373959,0.586789029,0.670295616,0.735834995,California 38th,0.0005,0.669907801,0.9995,0.330092199,0.339815602,Pure urban,0.730326305,0.730326305,0.191186401,0.078487294,0,Urban,0.08,0.228,1,0,0,West,NA
CA-39,0.515571232,0.484428768,244393,1,387,387,0,126002,118391,0.031142463,0.428,0.572,-0.144,0.422,0.578,-0.156,0.315,0.685,-0.371,263456,112679,150777,133225,41906,91319,106360,145607,251967,0.47,0.49,-0.02,0.47,0.51,-0.04,0.52,0.43,0.09,272471,140230,116782,0,1,0,6,CA39,47.190811,52.809189,10.651831,28.671041,2.3501542,5.5177851,116,2018,CA,39,38.22203558,18.78320935,12.51006993,30.48468513,27.96731974,2.387670108,17.65262847,51.99238169,60,639,0.534344167,0.430985482,0.958286625,0.282018961,0.417725239,0.529587229,0.617641841,0.66482746,0.631652307,California 39th,0.49,0.500374246,0.51,0.499625754,0.000748493,Dense suburban,0.339047321,0.341263452,0.493906809,0.162613609,0.002216131,Suburban,0.13,0.227,1,0,0,West,-0.386962863
CA-40,0.773476933,0,121449,1,261,261,1,93938,0,1,0.714,0,0.714,1,0,1,1,0,1,149297,106554,0,49379,49379,0,125553,0,125553,0.77,0.19,0.58,0.82,0.17,0.65,0.82,0.13,0.69,164714,135472,21077,0,0,0,6,CA40,53.104389,46.895611,8.2966061,36.084496,2.3328774,6.3904104,116,2018,CA,40,8.215995191,23.52833745,49.63612704,18.61954032,2.279601052,4.986003067,41.90217621,50.83221967,61,640,0.399192746,0.569833638,0.901406366,0.187486481,0.260103552,0.498886783,0.658826988,0.715256949,0.812436662,California 40th,0,1,1,0,1,Pure urban,0.884773206,0.884942141,0.102779126,0.012109798,0.000168935,Urban,0.04,-0.286,1,1,1,West,NA
CA-41,0.650997305,0.349002695,166248,1,264,264,0,108227,58021,0.30199461,0.65,0.35,0.3,0.59,0.41,0.18,0.566,0.434,0.133,197323,128164,69159,82884,46948,35936,103578,72074,175652,0.59,0.38,0.21,0.62,0.36,0.25,0.61,0.33,0.28,206961,126197,68526,0,0,0,6,CA41,44.436687,55.563313,10.974675,27.528028,1.3488512,4.5851326,116,2018,CA,41,16.68873545,25.53993701,26.97054254,30.800785,5.187613328,9.606368671,28.52261651,56.68340149,62,641,0.479338668,0.414990313,0.939753706,0.172447031,0.372420439,0.547185153,0.630100315,0.71587023,0.757251856,California 41st,0.0024,0.626968912,0.9976,0.373031088,0.253937824,Dense suburban,0.197741887,0.232922495,0.461889632,0.270007265,0.035180608,Suburban,0.03,0.167,1,0,0,West,NA
